0.000000,0.000000,0.794488,0.000281,0.022710,0.421324,0.906626,-0.125656,0.029769,-0.035115,0.202794,-0.238787,0.000000,0.014166,-0.197805,-0.056311,0.222277,-0.193124,0.000000,0.021245,-0.098530,0.287790,0.405982,1.075276,-0.187581,-0.048131,-0.337343,-0.401917,0.998175,0.124936
-0.000551,-0.000163,0.794421,-0.000383,0.023919,0.422817,0.905899,-0.123707,0.030688,-0.042546,0.207141,-0.239626,0.000000,0.016034,-0.196837,-0.062680,0.226778,-0.193000,0.000000,0.019057,-0.105859,0.285676,0.406163,1.080590,-0.191094,-0.054087,-0.336762,-0.402180,1.002979,0.127241
-0.001056,-0.000268,0.794364,-0.000922,0.024742,0.423959,0.905343,-0.122220,0.031354,-0.047666,0.209708,-0.240225,0.000000,0.017326,-0.196122,-0.067408,0.230264,-0.192866,0.000000,0.017481,-0.110532,0.284300,0.406817,1.082757,-0.193154,-0.057698,-0.336746,-0.402421,1.006023,0.128168
-0.001514,-0.000304,0.794339,-0.001250,0.025182,0.424890,0.904894,-0.120944,0.031907,-0.051008,0.211475,-0.240515,0.000000,0.017920,-0.195966,-0.070909,0.233735,-0.192637,0.000000,0.016388,-0.113505,0.283279,0.407614,1.083705,-0.193967,-0.060153,-0.337203,-0.402797,1.008521,0.127364
-0.001903,-0.000323,0.794277,-0.001575,0.025645,0.425561,0.904565,-0.119925,0.032294,-0.053433,0.212006,-0.240900,0.000000,0.018050,-0.196236,-0.073648,0.235965,-0.192709,0.000000,0.015145,-0.115612,0.282607,0.409167,1.084335,-0.192055,-0.061880,-0.337548,-0.403264,1.009727,0.126086
-0.002208,-0.000312,0.794235,-0.001797,0.025849,0.426182,0.904266,-0.119409,0.032461,-0.054971,0.212404,-0.241206,0.000000,0.018037,-0.196434,-0.075540,0.238079,-0.192816,0.000000,0.013926,-0.116826,0.282089,0.410170,1.083837,-0.188970,-0.063140,-0.337952,-0.402658,1.010460,0.124043
-0.002441,-0.000289,0.794176,-0.001953,0.026057,0.426487,0.904116,-0.118820,0.032670,-0.055964,0.212460,-0.241653,0.000000,0.017886,-0.196848,-0.077145,0.239812,-0.193234,0.000000,0.012861,-0.117391,0.281776,0.411171,1.083470,-0.185636,-0.064108,-0.338184,-0.402142,1.010958,0.122121
-0.002605,-0.000291,0.794113,-0.002120,0.026260,0.426921,0.903905,-0.118034,0.033258,-0.056579,0.211819,-0.242056,0.000000,0.017773,-0.197063,-0.078237,0.240864,-0.193835,0.000000,0.012362,-0.118235,0.281536,0.411877,1.082725,-0.183501,-0.064756,-0.338533,-0.401490,1.011076,0.121640
-0.002723,-0.000303,0.794108,-0.002266,0.026492,0.426975,0.903873,-0.117562,0.033476,-0.057071,0.211205,-0.241998,0.000000,0.017592,-0.197332,-0.078730,0.240478,-0.193950,0.000000,0.012012,-0.119023,0.281226,0.413300,1.083443,-0.180205,-0.065415,-0.338827,-0.401925,1.010674,0.120939
-0.002800,-0.000337,0.794153,-0.002280,0.026492,0.427356,0.903692,-0.117115,0.033825,-0.057212,0.210837,-0.241622,0.000000,0.017258,-0.197537,-0.078383,0.240041,-0.193511,0.000000,0.012107,-0.120516,0.280888,0.413508,1.084711,-0.178305,-0.065981,-0.339335,-0.401725,1.010570,0.120570
-0.002842,-0.000394,0.794185,-0.002225,0.026521,0.427242,0.903745,-0.116031,0.034434,-0.057274,0.210863,-0.241347,0.000000,0.016998,-0.197951,-0.078074,0.239223,-0.193096,0.000000,0.012432,-0.121979,0.280524,0.414159,1.087321,-0.177542,-0.066505,-0.339879,-0.403000,1.010410,0.120680
-0.002890,-0.000481,0.794249,-0.002060,0.026386,0.427058,0.903837,-0.115297,0.034820,-0.057006,0.211117,-0.240906,0.000000,0.017002,-0.198189,-0.077557,0.238619,-0.192522,0.000000,0.012793,-0.123594,0.280024,0.414878,1.090159,-0.178017,-0.067452,-0.340289,-0.404215,1.011136,0.121030
-0.002896,-0.000595,0.794319,-0.001872,0.026287,0.426906,0.903912,-0.114168,0.035523,-0.056873,0.211469,-0.240088,0.000000,0.017005,-0.198412,-0.077264,0.238369,-0.191952,0.000000,0.013285,-0.125109,0.279326,0.415155,1.093315,-0.178250,-0.068186,-0.340398,-0.405281,1.012450,0.121159
-0.002883,-0.000726,0.794393,-0.001641,0.026056,0.426958,0.903895,-0.113425,0.036031,-0.056603,0.211952,-0.239272,0.000000,0.016989,-0.198402,-0.077243,0.239356,-0.191457,0.000000,0.013553,-0.126096,0.278765,0.413965,1.095632,-0.180362,-0.068838,-0.340357,-0.404947,1.014087,0.121728
-0.002794,-0.000907,0.794417,-0.001578,0.025934,0.426701,0.904019,-0.112518,0.036997,-0.056850,0.212916,-0.238914,0.000000,0.016933,-0.198158,-0.077546,0.239936,-0.191324,0.000000,0.013711,-0.126708,0.278812,0.413497,1.097288,-0.182005,-0.069303,-0.340204,-0.405350,1.015205,0.122501
-0.002668,-0.001123,0.794474,-0.001414,0.025794,0.426507,0.904115,-0.112140,0.037439,-0.057049,0.213965,-0.238282,0.000000,0.016746,-0.198083,-0.077642,0.240465,-0.191030,0.000000,0.013687,-0.127189,0.279006,0.412447,1.098771,-0.183964,-0.070237,-0.339623,-0.404711,1.016737,0.123128
-0.002407,-0.001384,0.794443,-0.001447,0.025912,0.426390,0.904167,-0.111742,0.038234,-0.057545,0.214330,-0.238258,0.000000,0.016606,-0.197557,-0.078513,0.241308,-0.191529,0.000000,0.013657,-0.127092,0.279818,0.411372,1.099448,-0.185243,-0.070219,-0.338987,-0.404572,1.017219,0.124129
-0.002067,-0.001707,0.794384,-0.001378,0.026020,0.426428,0.904146,-0.111741,0.038831,-0.058001,0.214679,-0.238434,0.000000,0.016245,-0.197164,-0.079473,0.242802,-0.192624,0.000000,0.013600,-0.126818,0.280968,0.409859,1.099628,-0.186928,-0.070110,-0.338546,-0.404164,1.016968,0.125088
-0.001592,-0.002134,0.794318,-0.001293,0.026245,0.426019,0.904333,-0.111562,0.039643,-0.058866,0.215690,-0.238482,0.000000,0.015569,-0.197017,-0.080552,0.243824,-0.194083,0.000000,0.013614,-0.126063,0.282559,0.407836,1.100463,-0.188327,-0.069801,-0.337990,-0.403698,1.015239,0.126290
-0.000991,-0.002694,0.794302,-0.001158,0.026315,0.425850,0.904410,-0.111607,0.040672,-0.059886,0.217273,-0.238113,0.000000,0.014447,-0.196656,-0.081369,0.245232,-0.195227,0.000000,0.013414,-0.125261,0.284259,0.406137,1.101141,-0.189943,-0.069255,-0.337068,-0.403089,1.013083,0.127796
-0.000245,-0.003386,0.794316,-0.000999,0.026227,0.425551,0.904554,-0.111700,0.042117,-0.061796,0.221057,-0.237614,0.000000,0.013220,-0.195844,-0.081736,0.246326,-0.196178,0.000000,0.013533,-0.124168,0.286398,0.404563,1.102167,-0.191582,-0.067973,-0.335689,-0.403117,1.010791,0.129715
0.000614,-0.004220,0.794297,-0.000684,0.026066,0.425457,0.904603,-0.111294,0.044110,-0.063697,0.225236,-0.237186,0.000000,0.011498,-0.195313,-0.082666,0.249274,-0.197748,0.000000,0.013190,-0.122910,0.288504,0.404105,1.103915,-0.191866,-0.066405,-0.333369,-0.403099,1.009646,0.131330
0.001543,-0.005192,0.794229,-0.000032,0.025983,0.424855,0.904889,-0.110316,0.046050,-0.065509,0.229901,-0.236644,0.000000,0.010113,-0.195148,-0.083975,0.252772,-0.200555,0.000000,0.013254,-0.121612,0.291714,0.404434,1.105738,-0.192279,-0.065335,-0.331022,-0.404446,1.007746,0.132470
0.002626,-0.006295,0.794122,0.000777,0.025855,0.424927,0.904858,-0.108755,0.048552,-0.067912,0.235507,-0.236100,0.000000,0.008723,-0.194874,-0.085623,0.258034,-0.204349,0.000000,0.013824,-0.120505,0.294618,0.403182,1.107914,-0.194731,-0.062664,-0.328405,-0.405450,1.005646,0.135670
0.003799,-0.007552,0.794000,0.001842,0.025626,0.424930,0.904862,-0.107168,0.050924,-0.070984,0.243069,-0.235563,0.000000,0.007271,-0.194916,-0.087250,0.264006,-0.208766,0.000000,0.014637,-0.119672,0.297155,0.398436,1.111523,-0.199776,-0.059550,-0.325372,-0.403438,1.004061,0.140783
0.005128,-0.008991,0.793715,0.002914,0.025640,0.424595,0.905016,-0.103936,0.054841,-0.075048,0.251811,-0.235809,0.000000,0.005225,-0.195463,-0.089890,0.270746,-0.214738,0.000000,0.015600,-0.117266,0.300783,0.394059,1.113144,-0.205842,-0.055468,-0.323285,-0.401963,0.999242,0.147595
0.006595,-0.010681,0.793471,0.003675,0.025819,0.424539,0.905034,-0.100886,0.059568,-0.079832,0.260004,-0.235940,0.000000,0.003394,-0.195119,-0.093691,0.277925,-0.220548,0.000000,0.016280,-0.112709,0.304407,0.389367,1.115687,-0.208818,-0.050015,-0.321885,-0.401342,0.993130,0.153778
0.008117,-0.012585,0.793083,0.004466,0.026165,0.424670,0.904959,-0.098866,0.063878,-0.086158,0.269583,-0.236370,0.000000,0.001371,-0.194597,-0.097339,0.284259,-0.227248,0.000000,0.017177,-0.101800,0.308327,0.383753,1.120324,-0.212359,-0.043221,-0.323902,-0.399857,0.985551,0.159369
0.009741,-0.014714,0.792773,0.005503,0.026310,0.424452,0.905051,-0.096211,0.068754,-0.093398,0.281965,-0.236290,0.000000,0.000186,-0.193512,-0.102171,0.292804,-0.233704,0.000000,0.017892,-0.084506,0.313486,0.376859,1.126374,-0.214205,-0.032288,-0.332010,-0.396863,0.979943,0.164221
0.011183,-0.017234,0.792496,0.006218,0.027058,0.424866,0.904830,-0.095131,0.072971,-0.101876,0.291538,-0.235041,0.000000,-0.000735,-0.192007,-0.106631,0.297104,-0.239434,0.000000,0.018815,-0.068786,0.322695,0.369840,1.130958,-0.211649,-0.018983,-0.349296,-0.395056,0.974507,0.164886
0.012562,-0.019929,0.792352,0.007624,0.027677,0.424290,0.905071,-0.092767,0.076740,-0.109527,0.301796,-0.232341,0.000000,-0.000286,-0.190770,-0.111548,0.302166,-0.244179,0.000000,0.019969,-0.054751,0.333093,0.364932,1.136167,-0.206827,-0.004637,-0.369716,-0.395268,0.968845,0.162578
0.013713,-0.022890,0.792232,0.009345,0.028457,0.424525,0.904921,-0.092836,0.077807,-0.118344,0.312029,-0.228789,0.000000,0.001956,-0.189074,-0.115644,0.305056,-0.248368,0.000000,0.021330,-0.042270,0.343072,0.361734,1.142576,-0.202081,0.006450,-0.386480,-0.395897,0.962403,0.158793
0.014615,-0.025892,0.792292,0.011952,0.028725,0.424902,0.904704,-0.090724,0.079929,-0.127697,0.325914,-0.222894,0.000000,0.003645,-0.189697,-0.119732,0.311279,-0.251564,0.000000,0.024213,-0.032167,0.351432,0.356924,1.151781,-0.196587,0.015607,-0.399882,-0.397169,0.957745,0.154479
0.015173,-0.029084,0.792523,0.014661,0.028762,0.426566,0.903880,-0.090722,0.082514,-0.138388,0.339504,-0.214091,0.000000,0.006128,-0.189921,-0.123016,0.316852,-0.252854,0.000000,0.026670,-0.024119,0.356488,0.354536,1.162664,-0.190903,0.020739,-0.408709,-0.397697,0.957383,0.149977
0.015519,-0.032193,0.792954,0.017942,0.028205,0.426967,0.903649,-0.090436,0.087881,-0.150002,0.355206,-0.200188,0.000000,0.010220,-0.189843,-0.125473,0.322362,-0.252250,0.000000,0.029987,-0.019464,0.362380,0.352413,1.167930,-0.190276,0.022800,-0.417914,-0.399282,0.952787,0.145655
0.015876,-0.035338,0.793460,0.020840,0.028128,0.428590,0.902821,-0.095454,0.091788,-0.162175,0.366320,-0.193178,0.000000,0.014881,-0.188792,-0.127807,0.325740,-0.250360,0.000000,0.030256,-0.017603,0.366708,0.352953,1.172367,-0.188144,0.021342,-0.425116,-0.400115,0.951523,0.138740
0.016599,-0.038211,0.794048,0.024360,0.027442,0.431227,0.901497,-0.105603,0.095868,-0.174541,0.380284,-0.200043,0.000000,0.019200,-0.188088,-0.128707,0.332370,-0.248756,0.000000,0.028098,-0.019263,0.369908,0.354108,1.170741,-0.189461,0.018053,-0.431614,-0.398778,0.950885,0.134612
0.017283,-0.040503,0.794173,0.026498,0.027757,0.433451,0.900360,-0.115834,0.099696,-0.184285,0.389060,-0.209222,0.000000,0.022255,-0.187683,-0.131284,0.336906,-0.249254,0.000000,0.023990,-0.024785,0.375973,0.358905,1.160225,-0.187069,0.011666,-0.439194,-0.398563,0.945707,0.129480
0.018148,-0.041980,0.793859,0.026029,0.029920,0.435205,0.899457,-0.125159,0.108156,-0.195139,0.393382,-0.212612,0.000000,0.024172,-0.185168,-0.139405,0.340720,-0.251902,0.000000,0.019445,-0.035895,0.394748,0.361462,1.117580,-0.185656,0.002003,-0.455662,-0.396496,0.916576,0.122041
